﻿央视及省卫视,#genre#
CCTV12,http://121.18.168.149/cache.ott.ystenlive.itv.cmvideo.cn:80/000000001000/6417486185316863297/1.m3u8?stbId=005301FF001589101611549359B92F26&channel-id=shvoolive&Contentid=6417486185316863297&mos=jbjhhzstsl&livemode=1&proto=7&version=1.0&owaccmark=6417486185316863297&owchid=shvoolive&owsid=9153671579531878340&AuthInfo=2TOfGIahP4HrGWrHbpJXVPo6e%2BHF%2BrVo6xQQtyKDSurAX3PB%2FnVIr3xix20cl8xPdgGi1rpRM1DYWZnyEDgQSmvEeryqwyIWUPNfICRzKqmuU3YFsCIaBI4jHMacn12g
CCTV13,http://223.110.242.200:6610/gitv/live1/G_CCTV-13-CQ/G_CCTV-13-CQ
CCTV13,http://117.136.156.40/PLTV/88888888/224/3221225510/index.m3u8
CCTV13,http://117.136.156.42/PLTV/88888888/224/3221225510/index.m3u8
CCTV13,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225508/index.m3u8
CCTV13,http://39.134.115.163:8080/PLTV/88888910/224/3221225638/index.m3u8
CCTV13,http://221.179.217.9/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226316/3.m3u8
CCTV13,http://httpdvb.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=ABCDEFGH&programid=4200000067#http://hw-m-l.cztv.com/channels/lantian/channel16/1080p.m3u8
CCTV14,http://223.110.242.134:6610/cntv/live1/HD-8000k-1080P-cctv14/1.m3u8
CCTV14,http://117.148.187.37/PLTV/88888888/224/3221226126/index.m3u8
CCTV14,http://ott.fj.chinamobile.com/PLTV/88888888/224/3221225819/1.m3u8 
CCTV15,http://223.110.244.82/ott.js.chinamobile.com/PLTV/3/224/3221227538/index.m3u8
CCTV15,http://221.179.217.9/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226333/1.m3u8
CCTV15,http://ott.fj.chinamobile.com/PLTV/88888888/224/3221225818/1.m3u8 
CCTV16,http://223.110.242.133:6610/gitv/live1/G_CCTV-16-CQ/G_CCTV-16-CQ
CCTV16,http://ott-live.olympicchannel.com/out/u/OC1_2.m3u8
CCTV17,http://221.179.217.9/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226318/1.m3u8
CCTV17,http://39.134.65.162/PLTV/88888888/224/3221225708/index.m3u8
CCTV17,http://223.110.242.229:6610/cntv/live1/HD-8000k-1080P-cctv17/1.m3u8
中国教育1台,http://39.130.206.213:6410/gitv_live/G_CETV-1-HD/G_CETV-1-HD.m3u8
中国教育1台,http://39.130.215.158:6610/gitv_live/G_CETV-1-HD/
中国教育1台,http://ivi.bupt.edu.cn/hls/cetv1hd.m3u8
山东教育卫视,http://120.221.5.102:8089/PLTV/88888888/224/3221226049/index.m3u8
山东教育卫视,http://120.221.5.107:8089/PLTV/88888888/224/3221226049/index.m3u8
山东教育卫视,http://120.221.5.177:8089/PLTV/88888888/224/3221226049/index.m3u8
山东教育卫视,http://120.221.44.109:8089/PLTV/88888888/224/3221226049/index.m3u8
山东教育卫视,rtsp://27.195.129.60:554/PLTV/88888888/224/3221225941/10000100000000060000000000218833_0.smil
中国新华电视,http://livecdn1.news.cn/cnccn/manifest.m3u8
中国新华电视,http://source07.v.news.cn/live/CNC_CN/playlist.m3u8
中国新华电视,http://livecdn1.news.cn/cnccn/manifest.m3u8

内蒙古卫视,http://live.m2oplus.nmtv.cn/1/sd/live.m3u8
内蒙古卫视,http://iptv.dlsmwx.com/iptv2020/php2020/nmg.php?id=45
北京卫视,http://221.179.217.9/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226224/1.m3u8
北京卫视,http://ott.js.chinamobile.com/PLTV/3/224/3221225574/index.m3u8
北京卫视,http://ott.fj.chinamobile.com/PLTV/88888888/224/3221225937/1.m3u8
北京卫视,http://ivi.bupt.edu.cn/hls/btv1hd.m3u8#rtsp://27.195.129.60:554/PLTV/88888888/224/3221225868/10000100000000060000000000219046_0.smil
北京卫视,http://223.110.245.173:80/PLTV/4/224/3221227390/index.m3u8?UserName=18851042983&MAC=8C:6D:50:4C:91:52&OTTUserToken=18851042983-8C:6D:50:4C:91:52&accountinfo=yvxefADiHI1MXW5gaIZO5hiIlKSLiJtBXQdhumM1dH2IsIJmP1UxBAq03L3WxNlzfOIX59FPdAado7h9s5ZUS0%2BwWipdMTdABhAgmyZ6eCJFxhdxHyMDyXNm4qxOoCcho5wyaRModm%2BLI%2FHgenB6cw%3D%3D%3A20180401122140%2C18851042983%2C112.25.7.202%2C20180401122140%2CG_BEIJING-HQ%2C1B4CEFC7EE6192335ED71DF86C50D75E%2C%2C0%2C1%2C-1%2C%2C2%2C2000007279%2C2%2C-3%2C2%2CEND&GuardEncType=2&servicetype=1&icpid=88888888&from=5&hms_devid=23
东方卫视,http://221.179.217.9/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226237/1.m3u8
东方卫视,http://223.110.243.138/ott.js.chinamobile.com/PLTV/3/224/3221227208/index.m3u8
东方卫视,http://223.110.245.159/ott.js.chinamobile.com/PLTV/3/224/3221227396/index.m3u8
东方卫视,http://223.110.245.170/ott.js.chinamobile.com/PLTV/3/224/3221227208/index.m3u8
东方卫视,http://ott.js.chinamobile.com/PLTV/3/224/3221227597/index.m3u8#http://ott.fj.chinamobile.com/PLTV/88888888/224/3221225828/1.m3u8
东方卫视,http://183.207.249.7:80/PLTV/4/224/3221227396/index.m3u8?UserName=18851042983&MAC=8C:6D:50:4C:91:52&OTTUserToken=18851042983-8C:6D:50:4C:91:52&accountinfo=yvxefADiHI1MXW5gaIZO5hiIlKSLiJtBXQdhumM1dH2IsIJmP1UxBAq03L3WxNlzfOIX59FPdAado7h9s5ZUS0%2BwWipdMTdABhAgmyZ6eCJfc3xl4peUxp6SPtEv191rq4z5xJUSPt7vbuG98peHgA%3D%3D%3A20180401122046%2C18851042983%2C112.25.7.202%2C20180401122046%2CG_DONGFANG-HQ%2C1B4CEFC7EE6192335ED71DF86C50D75E%2C%2C0%2C1%2C-1%2C%2C2%2C2000007279%2C2%2C-3%2C2%2CEND&GuardEncType=2&servicetype=1&icpid=88888888&from=5&hms_devid=744
天津卫视,http://223.110.245.170/ott.js.chinamobile.com/PLTV/3/224/3221227212/index.m3u8
天津卫视,http://221.179.217.9/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226246/1.m3u8
天津卫视,http://112.17.40.140/PLTV/88888888/224/3221226412/index.m3u8
天津卫视,http://ott.fj.chinamobile.com/PLTV/88888888/224/3221225830/1.m3u8
天津卫视,http://ivi.bupt.edu.cn/hls/tjhd.m3u8
天津卫视,rtsp://27.195.129.60:554/PLTV/88888888/224/3221225880/10000100000000060000000000215743_0.smil
重庆卫视,http://ott.fj.chinamobile.com/PLTV/88888888/224/3221225949/1.m3u8
重庆卫视,http://ivi.bupt.edu.cn/hls/cqhd.m3u8
重庆卫视,rtsp://27.195.129.60:554/PLTV/88888888/224/3221225860/10000100000000060000000000218145_0.smil
辽宁卫视,http://223.110.245.145/ott.js.chinamobile.com/PLTV/3/224/3221227410/index.m3u8
辽宁卫视,http://ivi.bupt.edu.cn/hls/lnhd.m3u8
辽宁卫视,rtsp://27.195.129.60:554/PLTV/88888888/224/3221225882/10000100000000060000000000215746_0.smil
黑龙江卫视,http://221.179.217.9/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226239/1.m3u8
黑龙江卫视,http://112.17.40.140/PLTV/88888888/224/3221226555/index.m3u8
黑龙江卫视,http://ivi.bupt.edu.cn/hls/hljhd.m3u8#rtsp://27.195.129.60:554/PLTV/88888888/224/3221225874/10000100000000060000000000215723_0.smil
黑龙江卫视,http://183.207.249.36:80/PLTV/4/224/3221227323/index.m3u8?UserName=18851042983&MAC=8C:6D:50:4C:91:52&OTTUserToken=18851042983-8C:6D:50:4C:91:52&accountinfo=yvxefADiHI1MXW5gaIZO5hiIlKSLiJtBXQdhumM1dH2IsIJmP1UxBAq03L3WxNlzfOIX59FPdAado7h9s5ZUS0%2BwWipdMTdABhAgmyZ6eCKdgU7aIF%2FGe4p1hYzO9%2B1F%2BLXgSQojDUHmpIzd2Xiejw%3D%3D%3A20180401122353%2C18851042983%2C112.25.7.202%2C20180401122353%2CG_HEILONGJIANG-HQ%2C1B4CEFC7EE6192335ED71DF86C50D75E%2C%2C0%2C1%2C-1%2C%2C2%2C2000007279%2C2%2C-3%2C2%2CEND&GuardEncType=2&servicetype=1&icpid=88888888&from=5&hms_devid=4364 
山东卫视,http://221.179.217.9/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226308/1.m3u8
山东卫视,http://ivi.bupt.edu.cn/hls/sdhd.m3u8
山东卫视,http://112.17.40.140/PLTV/88888888/224/3221226410/index.m3u8
山东卫视,rtsp://27.195.129.60:554/PLTV/88888888/224/3221225869/10000100000000060000000000219044_0.smil
浙江卫视,http://221.179.217.9/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226247/1.m3u8
浙江卫视,http://223.110.243.173/PLTV/3/224/3221227215/index.m3u8
浙江卫视,http://223.110.245.159/ott.js.chinamobile.com/PLTV/3/224/3221227393/index.m3u8
浙江卫视,http://ivi.bupt.edu.cn/hls/zjhd.m3u8#rtsp://27.195.129.60:554/PLTV/88888888/224/3221225866/10000100000000060000000000219050_0.smil
浙江卫视,http://183.207.249.34:80/PLTV/4/224/3221227393/index.m3u8?UserName=18851042983&MAC=8C:6D:50:4C:91:52&OTTUserToken=18851042983-8C:6D:50:4C:91:52&accountinfo=yvxefADiHI1MXW5gaIZO5hiIlKSLiJtBXQdhumM1dH2IsIJmP1UxBAq03L3WxNlzfOIX59FPdAado7h9s5ZUS0%2BwWipdMTdABhAgmyZ6eCJ%2Fb%2BJscnIubeK8XGVHoOOSCX%2BQO3F9WBhfsy%2Ft%2B2PyqQ%3D%3D%3A20180401122600%2C18851042983%2C112.25.7.202%2C20180401122600%2CG_ZHEJIANG-HQ%2C1B4CEFC7EE6192335ED71DF86C50D75E%2C%2C0%2C1%2C-1%2C%2C2%2C2000007279%2C2%2C-3%2C2%2CEND&GuardEncType=2&servicetype=1&icpid=88888888&from=5&hms_devid=4344
江苏卫视,http://221.179.217.9/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226242/1.m3u8
江苏卫视,http://112.17.40.140/PLTV/88888888/224/3221226414/index.m3u8
江苏卫视,http://ott.js.chinamobile.com/PLTV/3/224/3221227561/index.m3u8
江苏卫视,http://ivi.bupt.edu.cn/hls/jshd.m3u8
江苏卫视,rtsp://27.195.129.60:554/PLTV/88888888/224/3221225872/10000100000000060000000000215718_0.smil
江苏卫视,rtsp://183.252.176.54/PLTV/88888888/224/3221226038/10000100000000060000000002296879_0.smil
江苏卫视,rtsp://183.252.166.199:554/PLTV/88888888/224/3221226038/10000100000000060000000002296879_0.smil
江苏卫视,http://183.207.249.34:80/PLTV/4/224/3221227402/index.m3u8?UserName=18851042983&MAC=8C:6D:50:4C:91:52&OTTUserToken=18851042983-8C:6D:50:4C:91:52&accountinfo=yvxefADiHI1MXW5gaIZO5hiIlKSLiJtBXQdhumM1dH2IsIJmP1UxBAq03L3WxNlzfOIX59FPdAado7h9s5ZUS0%2BwWipdMTdABhAgmyZ6eCKKsykTisuszwEjI9aL4uWBdT8msbwc%2FhLALs%2BBuvnRyw%3D%3D%3A20180401122751%2C18851042983%2C112.25.7.202%2C20180401122751%2CG_JIANGSU-HQ%2C1B4CEFC7EE6192335ED71DF86C50D75E%2C%2C0%2C1%2C-1%2C%2C2%2C2000007279%2C2%2C-3%2C2%2CEND&GuardEncType=2&servicetype=1&icpid=88888888&from=5&hms_devid=4344
安徽卫视,http://223.110.245.147/ott.js.chinamobile.com/PLTV/3/224/3221225634/index.m3u8
安徽卫视,http://221.179.217.9/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226223/1.m3u8
安徽卫视,http://ivi.bupt.edu.cn/hls/ahhd.m3u8#rtsp://27.195.129.60:554/PLTV/88888888/224/3221225878/10000100000000060000000000215738_0.smil
湖南卫视,http://221.179.217.9/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226241/1.m3u8
湖南卫视,http://112.17.40.140/PLTV/88888888/224/3221226553/index.m3u8
湖南卫视,http://223.110.245.170/ott.js.chinamobile.com/PLTV/3/224/3221227191/index.m3u8
湖南卫视,http://ivi.bupt.edu.cn/hls/hunanhd.m3u8#http://223.110.245.168:80/PLTV/4/224/3221227320/index.m3u8?UserName=18851042983&MAC=8C:6D:50:4C:91:52&OTTUserToken=18851042983-8C:6D:50:4C:91:52&accountinfo=yvxefADiHI1MXW5gaIZO5hiIlKSLiJtBXQdhumM1dH2IsIJmP1UxBAq03L3WxNlzfOIX59FPdAado7h9s5ZUS0%2BwWipdMTdABhAgmyZ6eCInHWFxcrFmvuJWNAVngpA%2BhJUfhG5b8ph7R%2Fk1sRD6%2Fw%3D%3D%3A20180401121949%2C18851042983%2C112.25.7.202%2C20180401121949%2CG_HUNAN-HQ%2C1B4CEFC7EE6192335ED71DF86C50D75E%2C%2C0%2C1%2C-1%2C%2C2%2C2000007279%2C2%2C-3%2C2%2CEND&GuardEncType=2&servicetype=1&icpid=88888888&from=5&hms_devid=43
湖北卫视,http://223.110.243.171/PLTV/3/224/3221227211/index.m3u8
湖北卫视,http://221.179.217.9/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226310/1.m3u8
湖北卫视,http://223.110.245.170/ott.js.chinamobile.com/PLTV/3/224/3221227211/index.m3u8
湖北卫视,http://ott.js.chinamobile.com/PLTV/3/224/3221227565/index.m3u8
湖北卫视,http://ivi.bupt.edu.cn/hls/hbhd.m3u8
湖北卫视,rtsp://27.195.129.60:554/PLTV/88888888/224/3221225879/10000100000000060000000000215740_0.smil
广东卫视,http://221.179.217.9/otttv.bj.chinamobile.com/PLTV/88888888/224/3221225878/1.m3u8
广东卫视,http://ivi.bupt.edu.cn/hls/gdhd.m3u8
广东卫视,rtsp://27.195.129.60:554/PLTV/88888888/224/3221225881/10000100000000060000000000215744_0.smil
广东卫视,http://223.110.245.172:80/PLTV/4/224/3221227399/index.m3u8?UserName=18851042983&MAC=8C:6D:50:4C:91:52&OTTUserToken=18851042983-8C:6D:50:4C:91:52&accountinfo=yvxefADiHI1MXW5gaIZO5hiIlKSLiJtBXQdhumM1dH2IsIJmP1UxBAq03L3WxNlzfOIX59FPdAado7h9s5ZUS0%2BwWipdMTdABhAgmyZ6eCI0i665oedelQppvPSiaQLT7c8StmdsL2WcY51PN8NbzQ%3D%3D%3A20180401122308%2C18851042983%2C112.25.7.202%2C20180401122308%2CG_GUANGDONG-HQ%2C1B4CEFC7EE6192335ED71DF86C50D75E%2C%2C0%2C1%2C-1%2C%2C2%2C2000007279%2C2%2C-3%2C2%2CEND&GuardEncType=2&servicetype=1&icpid=88888888&from=5&hms_devid=23 
深圳卫视,http://223.110.243.171/PLTV/3/224/3221227217/index.m3u8
深圳卫视,http://221.179.217.9/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226245/1.m3u8
深圳卫视,http://39.134.65.162/PLTV/88888888/224/3221225668/index.m3u8
深圳卫视,http://ivi.bupt.edu.cn/hls/szhd.m3u8
深圳卫视,rtsp://27.195.129.60:554/PLTV/88888888/224/3221225873/10000100000000060000000000215719_0.smil
深圳卫视,http://183.207.249.37:80/PLTV/4/224/3221227307/index.m3u8?UserName=18851042983&MAC=8C:6D:50:4C:91:52&OTTUserToken=18851042983-8C:6D:50:4C:91:52&accountinfo=yvxefADiHI1MXW5gaIZO5hiIlKSLiJtBXQdhumM1dH2IsIJmP1UxBAq03L3WxNlzfOIX59FPdAado7h9s5ZUS0%2BwWipdMTdABhAgmyZ6eCL1kdVtlk%2BdAabHX7wVbWIRBnzTAy4KU78w1E6NSKcurg%3D%3D%3A20180401122456%2C18851042983%2C112.25.7.202%2C20180401122456%2CG_SHENZHEN-HQ%2C1B4CEFC7EE6192335ED71DF86C50D75E%2C%2C0%2C1%2C-1%2C%2C2%2C2000007279%2C2%2C-3%2C2%2CEND&GuardEncType=2&servicetype=1&icpid=88888888&from=5&hms_devid=4364
江西卫视,http://221.179.217.9/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226243/1.m3u8
江西卫视,http://112.17.40.140/PLTV/88888888/224/3221226557/index.m3u8
东南卫视,http://117.169.120.140:8080/live/dongnanstv/.m3u8
东南卫视,rtsp://183.252.176.54:554/PLTV/88888888/224/3221226121/10000100000000060000000002358085_0.smil
东南卫视,rtsp://183.252.166.199:554/PLTV/88888888/224/3221226121/10000100000000060000000002358085_0.smil
厦门卫视,http://ott.fj.chinamobile.com/PLTV/88888888/224/3221226781/index.m3u8
厦门卫视,http://cstvpull.live.wscdns.com/live/xiamen.flv
河北卫视,http://ivi.bupt.edu.cn/hls/hebhd.m3u8
河北卫视,rtmp://ivi.bupt.edu.cn:1935/livetv/hebhd
四川卫视,rtmp://ivi.bupt.edu.cn:1935/livetv/schd
旅游卫视,http://39.134.39.38/PLTV/88888888/224/3221226301/index.m3u8
旅游卫视,http://117.136.156.40/PLTV/88888888/224/3221225798/index.m3u8
旅游卫视,http://117.136.154.98/PLTV/88888888/224/3221225798/index.m3u8
旅游卫视,http://39.134.39.37/PLTV/88888888/224/3221226301/index.m3u8
旅游卫视,http://39.134.39.39/PLTV/88888888/224/3221226301/index.m3u8
旅游卫视,http://ivi.bupt.edu.cn/hls/lyhd.m3u8
旅游卫视,rtsp://183.252.173.190:554/PLTV/88888888/224/3221226048/10000100000000060000000002296889_0.smil
旅游卫视,rtsp://183.252.176.54:554/PLTV/88888888/224/3221226048/10000100000000060000000002296889_0.smil
吉林卫视,http://ivi.bupt.edu.cn/hls/jlhd.m3u8
吉林卫视,rtsp://183.252.176.54:554/PLTV/88888888/224/3221226792/48616745.smil
吉林卫视,rtsp://183.252.166.199:554/PLTV/88888888/224/3221226792/48616745.smil
吉林卫视,http://httpdvb.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F22656FU3195804BK7804C004I57F7E2B7P2BF4M340E22CV0Z339C9W16267322BDCF99EA&playtoken=31608RMZHGPUCXX10&programid=4200000097
广西卫视,http://39.130.215.158:6610/gitv_live/G_GUANGXI-HD/G_GUANGXI-HD.m3u8
广西卫视,http://39.130.215.156:6610/gitv_live/G_GUANGXI-HD/G_GUANGXI-HD.m3u8
广西卫视,http://39.130.215.155:6610/gitv_live/G_GUANGXI-HD/G_GUANGXI-HD.m3u8IASHttpSessionId=OTT13459420200901121619062032
广西卫视,http://ivi.bupt.edu.cn/hls/gxhd.m3u8
河南卫视,http://39.135.9.77/gz.ucdn.10086.cn/PLTV/88888888/224/3221225709/1/index.m3u8?fmt=ts2hls
河南卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225611/2/index.m3u8
河南卫视,http://ivi.bupt.edu.cn/hls/hnhd.m3u8
河南卫视,http://116.199.5.52:8114/00000000/index.m3u8?&amp;Fsv_ctype=LIVES&amp;Fsv_otype=1&amp;FvSeid=5abd1660af1babb4&amp;Fsv_filetype=1&amp;Fsv_ctype=LIVES&amp;Fsv_cid=0&amp;Fsv_chan_hls_se_idx=19&amp;Fsv_rate_id=0&amp;Fsv_SV_PARAM1=0&amp;Fsv_ShiftEnable=0&amp;Fsv_ShiftTsp=0&amp;Provider_id=&amp;Pcontent_id=&amp;Fsv_CMSID=&amp;Fsv_otype=1
贵州卫视,http://ott.fj.chinamobile.com/PLTV/88888888/224/3221226827/index.m3u8
贵州卫视,http://39.130.206.213:6410/gitv_live/G_GUIZHOU-HD/G_GUIZHOU-HD.m3u8#http://ivi.bupt.edu.cn/hls/gzhd.m3u8
贵州卫视,rtsp://183.252.176.54:554/PLTV/88888888/224/3221226126/10000100000000060000000002434541_0.smil
贵州卫视,http://116.199.5.52:8114/00000000/index.m3u8?&amp;Fsv_ctype=LIVES&amp;Fsv_otype=1&amp;FvSeid=5abd1660af1babb4&amp;Fsv_filetype=1&amp;Fsv_ctype=LIVES&amp;Fsv_cid=0&amp;Fsv_chan_hls_se_idx=41&amp;Fsv_rate_id=0&amp;Fsv_SV_PARAM1=0&amp;Fsv_ShiftEnable=0&amp;Fsv_ShiftTsp=0&amp;Provider_id=&amp;Pcontent_id=&amp;Fsv_CMSID=&amp;Fsv_otype=1
新疆卫视,http://livehyw5.chinamcache.com/hyw/zb01.m3u8
青海卫视,http://live.geermurmt.com/qhws/sd/live.m3u8
陕西卫视,http://61.151.179.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225498/index.m3u8
陕西卫视,http://112.132.32.52/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225498/index.m3u8
陕西卫视,http://112.132.32.100/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225498/index.m3u8
甘肃卫视,http://39.134.39.37/PLTV/88888888/224/3221226240/index.m3u8
甘肃卫视,http://39.134.39.39/PLTV/88888888/224/3221226240/index.m3u8
金鹰纪实,http://ivi.bupt.edu.cn/hls/gedocu.m3u8
金鹰纪实,rtmp://ivi.bupt.edu.cn:1935/livetv/gedocu
海峡卫视,rtsp://183.252.176.54:554/PLTV/88888888/224/3221226128/10000100000000060000000002434539_0.smil
海峡卫视,http://hls111.dszbdq.cn/fjtv1.php?id=3
海峡卫视,rtsp://183.252.176.54:554/PLTV/88888888/224/3221226128/10000100000000060000000002434539_0.smil
山西卫视,http://player.ioioz.com:80/1786/hunan/hnyx2m3u8.php?id=54
云南卫视,rtsp://183.252.176.54:554/PLTV/88888888/224/3221226108/10000100000000060000000002310150_0.smil
 

中数传媒节目,#genre#
第一剧场,http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225702/1/index.m3u8?fmt=ts2hls
第一剧场,http://39.136.11.19/gz.ucdn.10086.cn/PLTV/88888888/224/3221225702/1/index.m3u8?fmt=ts2hls
第一剧场,http://39.135.10.66/gz.ucdn.10086.cn/PLTV/88888888/224/3221226124/1/index.m3u8?fmt=ts2hls
